seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	134202959	134203037	79	*	X68976	8840	134203282	134243932	40651	+	244	upstream	244	CCN4
chr8	134203108	134203242	135	*	X68977	8840	134203282	134243932	40651	+	39	upstream	39	CCN4
chr8	134203513	134203647	135	*	X68978	8840	134203282	134243932	40651	+	0	inside	230	CCN4
chr8	142518446	142518774	329	*	X69218	389690	142443929	142517330	73402	-	1115	upstream	1115	MROH5
chr8	142518805	142518944	140	*	X69219	389690	142443929	142517330	73402	-	1474	upstream	1474	MROH5
chr8	143257175	143257330	156	*	X69886	100616268	143257700	143257779	80	+	369	upstream	369	MIR4472-1
chr8	143486497	143486691	195	*	X69898	203062	143293441	143484543	191103	-	1953	upstream	1953	TSNARE1
chr8	143960940	143961074	135	*	X70104	1584	143953773	143961236	7464	-	0	inside	161	CYP11B1
chr8	143998959	143999108	150	*	X70118	1585	143991975	143999259	7285	-	0	inside	150	CYP11B2
chr8	143999499	143999603	105	*	X70119	1585	143991975	143999259	7285	-	239	upstream	239	CYP11B2
chr8	144243301	144243322	22	*	X70232	4062	144239331	144242053	2723	-	1247	upstream	1247	LY6H
chr8	144243366	144243435	70	*	X70233	4062	144239331	144242053	2723	-	1312	upstream	1312	LY6H
chr8	145561108	145561424	317	*	X70275	83482	145554454	145559943	5490	-	1164	upstream	1164	SCRT1
chr9	216761	216940	180	*	X70285	157983	213108	215893	2786	-	867	upstream	867	DOCK8-AS1
chr9	5231354	5231423	70	*	X70333	3641	5231419	5233967	2549	+	0	overlapStart	0	INSL4
chr9	32782696	32782885	190	*	X70491	401498	32783497	32789199	5703	+	611	upstream	611	TMEM215
chr9	34627609	34627852	244	*	X70517	138715	34621455	34628011	6557	-	0	inside	158	ARID3C
chr9	37648980	37649147	168	*	X70635	22844	37651052	37746901	95850	+	1904	upstream	1904	FRMPD1
chr9	37649430	37649679	250	*	X70636	22844	37651052	37746901	95850	+	1372	upstream	1372	FRMPD1
chr9	37651209	37651224	16	*	X70637	22844	37651052	37746901	95850	+	0	inside	156	FRMPD1
chr9	71319357	71319378	22	*	X70779	8395	71320330	71624092	303763	+	951	upstream	951	PIP5K1B
chr9	71319386	71319565	180	*	X70780	8395	71320330	71624092	303763	+	764	upstream	764	PIP5K1B
chr9	72436426	72436586	161	*	X70842	494558	72434321	72435655	1335	-	770	upstream	770	C9orf135-DT
chr9	79522458	79522607	150	*	X70942	158471	79226292	79521003	294712	-	1454	upstream	1454	PRUNE2
chr9	92218205	92218324	120	*	X71045	10912	92219927	92221469	1543	+	1602	upstream	1602	GADD45G
chr9	92218640	92218846	207	*	X71046	10912	92219927	92221469	1543	+	1080	upstream	1080	GADD45G
chr9	92785718	92785822	105	*	X71181	100422963	92785723	92785817	95	-	0	includeFeature	0	MIR4290
chr9	92786678	92786691	14	*	X71182	100422963	92785723	92785817	95	-	860	upstream	860	MIR4290
chr9	92787602	92787736	135	*	X71183	100422963	92785723	92785817	95	-	1784	upstream	1784	MIR4290
chr9	93346780	93346969	190	*	X71230	340515	93224714	93345028	120315	-	1751	upstream	1751	LINC01501
chr9	98878405	98878465	61	*	X71419	158434	98868943	98878693	9751	-	0	inside	227	LOC158434
chr9	102139304	102139399	96	*	X71565	100996569	102117622	102137539	19918	-	1764	upstream	1764	NAMA
chr9	112401559	112401798	240	*	X71610	114299	112403068	112713756	310689	+	1269	upstream	1269	NA
chr9	112970496	112970671	176	*	X71642	401546	112961846	112970413	8568	-	82	upstream	82	C9orf152
chr9	115773979	115774407	429	*	X71649	169834	115759400	115774472	15073	-	0	inside	64	ZNF883
chr9	124262344	124262643	300	*	X71800	2681	124207269	124262306	55038	-	37	upstream	37	GGTA1
chr9	124328327	124328549	223	*	X71813	153090	124329399	124547809	218411	+	849	upstream	849	DAB2IP
chr9	124328940	124329100	161	*	X71814	153090	124329399	124547809	218411	+	298	upstream	298	DAB2IP
chr9	124991837	124991956	120	*	X71876	26468	124964856	124991091	26236	-	745	upstream	745	LHX6
chr9	124992197	124992346	150	*	X71877	26468	124964856	124991091	26236	-	1105	upstream	1105	LHX6
chr9	124992587	124992736	150	*	X71878	26468	124964856	124991091	26236	-	1495	upstream	1495	LHX6
chr9	125271918	125272052	135	*	X71886	26740	125273081	125274022	942	+	1028	upstream	1028	OR1J2
chr9	125314264	125314383	120	*	X71889	138882	125315449	125316441	993	+	1065	upstream	1065	OR1N2
chr9	125314811	125314930	120	*	X71890	138882	125315449	125316441	993	+	518	upstream	518	OR1N2
chr9	125331221	125331340	120	*	X71891	138881	125329827	125330756	930	-	464	upstream	464	OR1L8
chr9	125391976	125392062	87	*	X71899	347169	125390858	125391814	957	-	161	upstream	161	OR1B1
chr9	129374713	129374778	66	*	X72315	4010	129376722	129463311	86590	+	1943	upstream	1943	LMX1B
chr9	133969751	133969870	120	*	X72485	83543	133971863	133998539	26677	+	1992	upstream	1992	AIF1L
chr9	133969917	133970051	135	*	X72486	83543	133971863	133998539	26677	+	1811	upstream	1811	AIF1L
chr9	133970592	133970755	164	*	X72487	83543	133971863	133998539	26677	+	1107	upstream	1107	AIF1L
chr9	135035223	135035357	135	*	X72596	84628	135037334	135118220	80887	+	1976	upstream	1976	NTNG2
chr9	135456428	135456505	78	*	X72816	56751	135457993	135465640	7648	+	1487	upstream	1487	BARHL1
chr9	135456566	135456672	107	*	X72817	56751	135457993	135465640	7648	+	1320	upstream	1320	BARHL1
chr9	135956371	135956539	169	*	X72957	1057	135957926	135962478	4553	+	1386	upstream	1386	CELP
chr9	136084856	136085005	150	*	X72989	29989	136080666	136084628	3963	-	227	upstream	227	OBP2B
chr9	136085036	136085361	326	*	X72990	29989	136080666	136084628	3963	-	407	upstream	407	OBP2B
chr9	136085503	136085620	118	*	X72991	29989	136080666	136084628	3963	-	874	upstream	874	OBP2B
chr9	136085696	136085860	165	*	X72992	29989	136080666	136084628	3963	-	1067	upstream	1067	OBP2B
chr9	136152602	136152721	120	*	X73012	28	136130563	136150630	20068	-	1971	upstream	1971	ABO
chr9	136445117	136445386	270	*	X73103	642968	136443537	136445368	1832	-	0	overlapStart	0	FAM163B
chr9	136445477	136445611	135	*	X73104	642968	136443537	136445368	1832	-	108	upstream	108	FAM163B
chr9	136446662	136446766	105	*	X73105	642968	136443537	136445368	1832	-	1293	upstream	1293	FAM163B
chr9	136447232	136447381	150	*	X73106	642968	136443537	136445368	1832	-	1863	upstream	1863	FAM163B
chr9	136500057	136500203	147	*	X73149	1621	136501485	136524466	22982	+	1281	upstream	1281	DBH
chr9	136500354	136500647	294	*	X73150	1621	136501485	136524466	22982	+	837	upstream	837	DBH
chr9	136522340	136522504	165	*	X73170	138948	136519709	136522530	2822	-	0	inside	25	DBH-AS1
chr9	136522639	136522864	226	*	X73171	138948	136519709	136522530	2822	-	108	upstream	108	DBH-AS1
chr9	136523075	136523638	564	*	X73172	138948	136519709	136522530	2822	-	544	upstream	544	DBH-AS1
chr9	136524275	136524409	135	*	X73173	138948	136519709	136522530	2822	-	1744	upstream	1744	DBH-AS1
chr9	136605130	136605219	90	*	X73249	1757	136528684	136605077	76394	-	52	upstream	52	SARDH
chr9	136606002	136606271	270	*	X73250	1757	136528684	136605077	76394	-	924	upstream	924	SARDH
chr9	136934477	136934611	135	*	X73257	8019	136895446	136933655	38210	-	821	upstream	821	BRD3
chr9	136934987	136935091	105	*	X73258	8019	136895446	136933655	38210	-	1331	upstream	1331	BRD3
chr9	136935242	136935481	240	*	X73259	8019	136895446	136933655	38210	-	1586	upstream	1586	BRD3
chr9	136935602	136935736	135	*	X73260	8019	136895446	136933655	38210	-	1946	upstream	1946	BRD3
chr9	137742988	137743164	177	*	X73337	100616333	137741144	137741215	72	-	1772	upstream	1772	MIR3689C
chr9	137742988	137743164	177	*	X73337	100616131	137741455	137741528	74	-	1459	upstream	1459	MIR3689D1
chr9	137742988	137743164	177	*	X73337	100500906	137741971	137742118	148	-	869	upstream	869	MIR3689B
chr9	137742988	137743164	177	*	X73337	100616344	137742123	137742202	80	-	785	upstream	785	MIR3689D2
chr9	137742988	137743164	177	*	X73337	100500846	137741021	137742490	1470	-	497	upstream	497	MIR3689A
chr9	137742988	137743164	177	*	X73337	100616460	137742416	137742487	72	-	500	upstream	500	MIR3689E
chr9	137742988	137743164	177	*	X73337	100616212	137742588	137742653	66	-	334	upstream	334	MIR3689F
chr9	137764500	137764604	105	*	X73344	101448202	137711261	137764464	53204	-	35	upstream	35	LOC101448202
chr9	137764620	137764739	120	*	X73345	101448202	137711261	137764464	53204	-	155	upstream	155	LOC101448202
chr9	137771595	137771767	173	*	X73348	2220	137772658	137779366	6709	+	890	upstream	890	FCN2
chr9	137772465	137772584	120	*	X73349	2220	137772658	137779366	6709	+	73	upstream	73	FCN2
chr9	137809816	137810055	240	*	X73358	2219	137801431	137809806	8376	-	9	upstream	9	FCN1
chr9	137810655	137810774	120	*	X73359	2219	137801431	137809806	8376	-	848	upstream	848	FCN1
chr9	137810911	137811030	120	*	X73360	2219	137801431	137809806	8376	-	1104	upstream	1104	FCN1
chr9	137965423	137965434	12	*	X73465	10439	137967089	138013030	45942	+	1654	upstream	1654	OLFM1
chr9	137965613	137965722	110	*	X73466	10439	137967089	138013030	45942	+	1366	upstream	1366	OLFM1
chr9	138437324	138437432	109	*	X73676	29991	138437985	138441815	3831	+	552	upstream	552	OBP2A
chr9	138453181	138453317	137	*	X73685	5047	138453604	138458622	5019	+	286	upstream	286	PAEP
chr9	138465046	138465180	135	*	X73692	100130954	138466771	138478958	12188	+	1590	upstream	1590	LINC01502
chr9	138466116	138466520	405	*	X73693	100130954	138466771	138478958	12188	+	250	upstream	250	LINC01502
chr9	138466926	138467075	150	*	X73694	100130954	138466771	138478958	12188	+	0	inside	154	LINC01502
chr9	138554773	138554937	165	*	X73749	392399	138555168	138557949	2782	+	230	upstream	230	LCN9
chr9	138555103	138555237	135	*	X73750	392399	138555168	138557949	2782	+	0	overlapStart	0	LCN9
chr9	138555253	138555388	136	*	X73751	392399	138555168	138557949	2782	+	0	inside	84	LCN9
chr9	138592635	138592811	177	*	X73804	402381	138585255	138591374	6120	-	1260	upstream	1260	SOHLH1
chr9	138592635	138592811	177	*	X73804	57582	138594031	138684993	90963	+	1219	upstream	1219	KCNT1
chr9	138592963	138592999	37	*	X73805	402381	138585255	138591374	6120	-	1588	upstream	1588	SOHLH1
chr9	138592963	138592999	37	*	X73805	57582	138594031	138684993	90963	+	1031	upstream	1031	KCNT1
chr9	140770631	140770765	135	*	X73947	774	140772241	141019076	246836	+	1475	upstream	1475	CACNA1B
chrX	12883744	12883848	105	*	X74316	51284	12885202	12908480	23279	+	1353	upstream	1353	TLR7
chrX	13586547	13586606	60	*	X74317	25975	13587694	13651694	64001	+	1087	upstream	1087	EGFL6
chrX	18239621	18239719	99	*	X74426	139105	18181051	18239024	57974	-	596	upstream	596	BEND2
chrX	23311444	23311578	135	*	X74482	100873065	22277914	23311263	1033350	-	180	upstream	180	PTCHD1-AS
chrX	39186952	39187086	135	*	X74580	286442	39164210	39186616	22407	-	335	upstream	335	LINC01281
chrX	47966184	47966263	80	*	X74763	280657	47967367	47980068	12702	+	1103	upstream	1103	SSX6P
chrX	49158052	49158186	135	*	X74816	643832	49160125	49176311	16187	+	1938	upstream	1938	NA
chrX	49159866	49160140	275	*	X74817	643832	49160125	49176311	16187	+	0	overlapStart	0	NA
chrX	49460752	49460826	75	*	X74833	8712	49452054	49460596	8543	-	155	upstream	155	PAGE1
chrX	49593969	49594343	375	*	X74841	9506	49593906	49598570	4665	+	0	inside	62	PAGE4
chrX	51546295	51546414	120	*	X74876	9500	51546155	51645450	99296	+	0	inside	139	MAGED1
chrX	52827153	52827287	135	*	X74921	494197	52825186	52826388	1203	-	764	upstream	764	SPANXN5
chrX	52840012	52840161	150	*	X74924	170627	52841228	52847322	6095	+	1066	upstream	1066	XAGE5
chrX	52840177	52840341	165	*	X74925	170627	52841228	52847322	6095	+	886	upstream	886	XAGE5
chrX	52840597	52840858	262	*	X74926	170627	52841228	52847322	6095	+	369	upstream	369	XAGE5
chrX	52896797	52896865	69	*	X74937	170626	52891558	52897119	5562	-	0	inside	253	XAGE3
chrX	52897106	52897127	22	*	X74938	170626	52891558	52897119	5562	-	0	overlapStart	0	XAGE3
chrX	53350976	53351077	102	*	X74946	23096	53262058	53350522	88465	-	453	upstream	453	IQSEC2
chrX	53351138	53351287	150	*	X74947	23096	53262058	53350522	88465	-	615	upstream	615	IQSEC2
chrX	53351453	53351572	120	*	X74948	23096	53262058	53350522	88465	-	930	upstream	930	IQSEC2
chrX	54385314	54385465	152	*	X74973	65267	54219256	54384438	165183	-	875	upstream	875	WNK3
chrX	54386079	54386198	120	*	X74974	65267	54219256	54384438	165183	-	1640	upstream	1640	WNK3
chrX	54824762	54824868	107	*	X74987	347365	54775332	54824673	49342	-	88	upstream	88	ITIH6
chrX	54825529	54825708	180	*	X74988	347365	54775332	54824673	49342	-	855	upstream	855	ITIH6
chrX	54832594	54832713	120	*	X74991	10916	54834171	54842445	8275	+	1457	upstream	1457	MAGED2
chrX	55210738	55210990	253	*	X74998	100463488	55207824	55208944	1121	-	1793	upstream	1793	MTRNR2L10
chrX	55247047	55247331	285	*	X74999	90737	55246791	55250541	3751	+	0	inside	255	PAGE5
chrX	69454798	69454947	150	*	X75115	158833	69454505	69460511	6007	+	0	inside	292	AWAT1
chrX	70150676	70150705	30	*	X75134	84889	70145430	70150975	5546	-	0	inside	269	SLC7A3
chrX	71353069	71353233	165	*	X75229	340526	71346961	71351751	4791	-	1317	upstream	1317	RTL5
chrX	71362894	71363028	135	*	X75232	392490	71364034	71381600	17567	+	1005	upstream	1005	FLJ44635
chrX	71527398	71527772	375	*	X75234	4435	71521488	71527037	5550	-	360	upstream	360	CITED1
chrX	71527953	71528040	88	*	X75235	4435	71521488	71527037	5550	-	915	upstream	915	CITED1
chrX	102531645	102531869	225	*	X75275	340543	102528618	102531797	3180	-	0	overlapStart	0	TCEAL5
chrX	102532848	102532934	87	*	X75276	340543	102528618	102531797	3180	-	1050	upstream	1050	TCEAL5
chrX	103030153	103030196	44	*	X75277	5354	103031439	103047547	16109	+	1242	upstream	1242	PLP1
chrX	103087882	103088031	150	*	X75280	51209	103031504	103087212	55709	-	669	upstream	669	RAB9B
chrX	107227248	107227367	120	*	X75311	56156	107224094	107225600	1507	-	1647	upstream	1647	TEX13B
chrX	119495731	119495844	114	*	X75353	23439	119495940	119517104	21165	+	95	upstream	95	ATP1B4
chrX	150903132	150903225	94	*	X75395	1260	150903218	150914036	10819	+	0	overlapStart	0	CNGA2
chrX	152682289	152682517	229	*	X75413	139735	152683781	152687086	3306	+	1263	upstream	1263	ZFP92
chrX	152682773	152682892	120	*	X75414	139735	152683781	152687086	3306	+	888	upstream	888	ZFP92
chrX	152683973	152684077	105	*	X75415	139735	152683781	152687086	3306	+	0	inside	191	ZFP92
chrX	153605452	153605788	337	*	X75425	2010	153607597	153609883	2287	+	1808	upstream	1808	EMD
